show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,year_added
s2665,TV Show,chuchu tv nursery rhymes kids songs hindi,not available,not available,india,4/18/2020,2019,TV-Y,1 Season,Kids' TV,this educational series for tiny tots features a toetapping spin on nursery rhymes with upbeat tunes and a diverse set of easytofollow lessons,1,2020
s2666,TV Show,the king eternal monarch,not available,lee minho kim goeun woo dohwan kim kyungnam jung eunchae lee jungjin kim youngok,south korea,4/18/2020,2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",a modernday korean emperor passes through a mysterious portal and into a parallel world where he encounters a feisty police detective,1,2020
s2667,TV Show,blackaf,not available,kenya barris rashida jones iman benson genneya walton scarlet spencer justin claiborne ravi cabotconyers,united states,4/17/2020,2020,TV-MA,1 Season,TV Comedies,kenya barris and his family navigate relationships race and culture while grappling with their newfound success in this comedy series,1,2020
s2668,Movie,babamn ceketi,mfit can sant,mfit can sant mert turak nal yeter elif nur kerkk uur demirpehlivan ayen gruda erkan can banu maniolu,turkey,4/17/2020,2018,TV-MA,101 min,"Comedies, International Movies",facing pressure to marry immediately an unemployed man must find a way to pay for a wedding by any means necessary,101,2020
s2669,Movie,earth and blood,julien leclercq,sami bouajila eriq ebouaney samy seghir sofia lesaffre,france belgium,4/17/2020,2020,TV-MA,81 min,"Dramas, International Movies, Thrillers",a sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property,81,2020
s2670,TV Show,el dragn return of a warrior,not available,sebastin rulli renata notni roberto mateos irina baeva cassandra snchez navarro manuel balbi javier gmez alejandro vila sofa castro juan pablo gil,mexico,4/17/2020,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",to replace his grandfather as head of a cartel a tokyo financier returns to his home country of mexico where he must battle two rivals for control,2,2020
s2671,TV Show,hasmukh,not available,vir das ranvir shorey manoj pahwa ravi kishan raza murad inaamulhaq suhail nayyar amrita bagchi,india,4/17/2020,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",a timid smalltown comedians longawaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo,1,2020
s2672,Movie,rising high,cneyt kaya,david kross frederick lau janina uhse anne schfer sophia thomalla,germany,4/17/2020,2020,TV-MA,95 min,"Dramas, International Movies",ready to do anything to get rich a young man upends the berlin property market with his shady pal till the good times threaten to destroy it all,95,2020
s2673,Movie,sergio,greg barker,wagner moura ana de armas bran f obyrne clemens schick bradley whitford,united states,4/17/2020,2020,R,119 min,"Dramas, Independent Movies",passions ideals and bitter realities collide as charismatic un diplomat sergio vieira de mello becomes trapped in a lifethreatening situation in iraq,119,2020
s2674,Movie,the legacy of the bones,fernando gonzlez molina,marta etura carlos librado nene leonardo sbaraglia francesc orella imanol arias benn northover itziar aizpuru patricia lpez arnaiz alicia snchez eduardo rosa,spain germany,4/17/2020,2019,TV-MA,121 min,"International Movies, Thrillers",a year after solving a series of murders detective amaia is faced with a related mystery in the baztn valley that ends up hitting very close to home,121,2020
s2675,Movie,alel,leticia jorge romero,nstor guzzini mirella pascual cristina morn romina peluffo laila reyes silberberg pablo tate gernimo pizzanelli georgina yankelevich julio icasuriaga carla moscatelli,uruguay argentina,4/16/2020,2019,TV-MA,88 min,"Comedies, Dramas, International Movies",mourning their fathers death a dysfunctional trio of siblings must face selling their beloved childhood beach house  and dealing with each other,88,2020
s2676,TV Show,fary hexagone,adrien lagier ousmane ly,fary,france,4/16/2020,2020,TV-MA,2 Seasons,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",french comedy phenom fary puts a playful spin on questions of identity culture and more in the first half of an epic twopart standup special,2,2020
s2677,TV Show,fauda,not available,lior raz hisham suliman shadi mari latitia edo tsahi halevi yuval segal neta garty tomer kapon itzik cohen ronalee shimon boaz konforty doron bendavid,israel,4/16/2020,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",a top israeli agent comes out of retirement to hunt for a palestinian militant he thought hed killed setting a chaotic chain of events into motion,3,2020
s2678,Movie,hail caesar,ethan coen joel coen,josh brolin george clooney scarlett johansson alden ehrenreich ralph fiennes tilda swinton channing tatum frances mcdormand jonah hill veronica osorio heather goldenhersh alison pill,united states united kingdom japan,4/16/2020,2016,PG-13,106 min,Comedies,when a major star is kidnapped from a movie set a hardcharging but overwhelmed studio boss sets out to find the actor and save the film,106,2020
s2679,Movie,jem and the holograms,jon m chu,aubrey peeples stefanie scott hayley kiyoko aurora perrineau juliette lewis molly ringwald ryan guzman nathan moore barnaby carpenter nicholas braun,united states,4/16/2020,2015,PG,119 min,"Children & Family Movies, Dramas, Music & Musicals",after becoming an overnight star via the internet teenage rocker jem and her sisters journey to la where fame fun and a family mystery await,119,2020
s2680,Movie,maurcio meirelles generating chaos,diego pignataro,maurcio meirelles,brazil,4/16/2020,2020,TV-MA,63 min,Stand-Up Comedy,comedian maurcio meirelles explores his chaotic mind with scathingly funny views on family prejudices turtles and more in this standup special,63,2020
s2681,Movie,puerto ricans in paris,ian edelman,luis guzmn edgar garcia alice taglioni rosie perez miriam shor frdric anscombre rosario dawson julie ferrier michal cohen ravi patel,united states,4/16/2020,2015,R,82 min,Comedies,new york police detectives luis and eddie experience culture shock and adventure when they head to paris to track down a stolen couture handbag,82,2020
s2682,Movie,stunt school,ali yorgancolu,asl nandk toygan avanolu tuna orhan caner zyurtlu melis iten asl turanl ahmet olgun snear seda trkmen ayten uncuolu,turkey,4/16/2020,2019,TV-G,95 min,"Children & Family Movies, Comedies, International Movies",an aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company,95,2020
s2683,Movie,for the broken hearted,digo ricio,yassi pressman sam concepcion louise de los reyes shy carlos marco gumabao katya santos andrea del rosario lander vera perez christopher roxas,philippines,4/15/2020,2018,TV-14,93 min,"Dramas, International Movies, Romantic Movies",in three interwoven stories love ends up in limbo as romantic partners navigate bliss loss failures and feelings while trying to make happiness last,93,2020
s2684,Movie,mischief,emcy joseph,suraj venjaramoodu soubin shahir surabhi lakshmi vincy aloshious gracy soudi mammukoya jaffer idukki baburaj sudhi koppa irshad,india,4/15/2020,2019,TV-PG,120 min,"Comedies, Dramas, Independent Movies",mistaking the sleeping passenger on his train for a drunk a young man posts a picture of him online unaware of his impulsive acts ugly repercussions,120,2020
s2685,TV Show,the innocence files,not available,not available,united states,4/15/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",the innocence project unravels missteps and deceit in a series of wrongful convictions exposing the injustice inflicted on victims and the accused,1,2020
s2686,Movie,world famous lover,kranthi madhav,vijay deverakonda raashi khanna aishwarya rajesh catherine tresa izabelle leite,india,4/15/2020,2020,TV-MA,147 min,"Dramas, International Movies, Romantic Movies",when his frustrated girlfriend decides to leave him a struggling writer gets down to work on stories of romance he hopes will win her back,147,2020
s2687,Movie,chris delia no pain,matt delia,chris delia,united states,4/14/2020,2020,TV-MA,55 min,Stand-Up Comedy,chris delia takes the stage in minneapolis to offer his thoughts on everything from selfcensorship to problematic dolphins to lame mutant powers,55,2020
s2688,Movie,new money,tope oshin,jemima osunde blossom chukwujekwu kate henshawnuttal dakore akande wale ojo wofai fada osas ighodaro ajibade falz daniel effiong adeolu adefarasin,nigeria,4/14/2020,2018,TV-14,107 min,"Dramas, International Movies",an aspiring fashion designers life is transformed after she discovers shes the heiress of a billiondollar empire left by her estranged father,107,2020
s2689,Movie,moms at war,omoni oboli,omoni oboli funke akindele yul edochie abayomi alvin adebukola oladipupo sharon ooja eucharia anunobi harriet akinola michelle dede,nigeria,4/13/2020,2018,TV-14,92 min,"Comedies, Dramas, International Movies",two fierce mothers become rivals when a school contest forces their kids both model students to compete against one another to be the best in class,92,2020
s2690,Movie,surviving r kelly the impact,not available,r kelly,united states,4/13/2020,2019,TV-14,85 min,Documentaries,from public protests to viral movements the aftermath of the r kelly docuseries is explored in this special featuring journalists and experts,85,2020
s2691,Movie,code 8,jeff chan,robbie amell stephen amell sung kang kari matchett greg bryk aaron abrams kyla kane,canada,4/11/2020,2019,TV-MA,98 min,"Action & Adventure, Independent Movies, International Movies",in a city where superpowered people are ostracized an earnest day laborer considers using his outlawed abilities for money to save his sick mother,98,2020
s2692,TV Show,brews brothers,not available,alan aisenberg mike castle carmen flood marques ray,united states,4/10/2020,2020,TV-MA,1 Season,TV Comedies,two rival brothers must work together to keep their brewery in business but shenanigans keep foaming up their company with chaos,1,2020
s2693,Movie,la originals,not available,not available,united states argentina,4/10/2020,2020,TV-MA,92 min,"Documentaries, International Movies, Music & Musicals",photographer estevan oriol and artist mister cartoon turned their chicano roots into gritty art impacting street culture hip hop and beyond,92,2020
s2694,Movie,love wedding repeat,dean craig,sam claflin olivia munn freida pinto eleanor tomlinson joel fry tim key aisling bea jack farthing allan mustafa,united kingdom italy,4/10/2020,2020,TV-MA,101 min,"Comedies, International Movies, Romantic Movies",different versions of the same day unfold as jack juggles difficult guests unbridled chaos and potential romance at his sisters wedding,101,2020
s2695,Movie,school life,grand corps malade mehdi idir,zita hanrot liam pierron soufiane guerrab ibrahim dram moussa mansaly moryfre camara alban ivanov gaspard gvinhi antoine reinartz mahamadou sangar redouane bougheraba hocine mokando aboudou sacko,france,4/10/2020,2019,TV-MA,112 min,"Comedies, Dramas, International Movies",in one of the poorest areas of paris a school counselor devotes herself to working with disadvantaged students while facing challenges of her own,112,2020
s2696,Movie,the main event,jay karas,seth carr tichina arnold adam pally ken marino mike the miz mizanin momona tamada keith lee babatunde aiyegbusi kofi kingston,united states,4/10/2020,2020,TV-G,103 min,"Children & Family Movies, Comedies, Sports Movies",using special powers from a magical mask a young wwe fan causes chaos when he enters a wrestling competition and fights an intimidating rival,103,2020
